article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
509731746	118766	https://www.ksta.de/region/rhein-sieg-bonn/troisdorf/dreigestirn-im-richtigen-takt-troisdorfer-trifolium-ruehrt-die-trommel-31835482	https://www.ksta.de/image/31835476/2x1/300/150/5aa4380402b51c2baa5148a119e77e21/RN/71-142367204--null--07-01-2019-08-51-17-031-.jpg	119402		Troisdorfer Trifolium rührt die Trommel	Vom „großen Kino“ wird ja gern gesprochen. Für die Proklamation von Prinz Paul II. (Dobelke, 53) traf das am Samstag in der Troisdorfer Stadthalle allemal zu. Mit neuer Lichtkonzeption, erstklassiger Beschallung und Komplettbestuhlung schufen die Fidelen	415	1	0	318354765aa4380402b51c2baa5148a119e77e21RN.jpg
509732000	118767	https://www.ksta.de/politik/hasskommentare-wegen-uebergewicht-wie-sich-gruenen-politikerin-gegen-bodyshaming-wehrt-31832878	https://www.ksta.de/image/31833040/2x1/300/150/d1390009425ca29ba41ea24391340f08/Ec/ricarda-lang-gruene--1-.jpg	119403		Wie sich Grünen-Politikerin gegen Bodyshaming wehrt	Man muss auf der Facebook-Seite von Ricarda Lang sehr weit zurückscrollen, um einen ihrer vielleicht wichtigsten Einträge zu lesen. Sie macht darin ein sehr persönliches Bekenntnis. Und es ist ihr nicht leichtgefallen.Ricarda Lang ist Vorsitzende der Grün	161	8999	33	31833040d1390009425ca29ba41ea24391340f08Ec.jpg
509734709	118768	https://www.ksta.de/ratgeber/finanzen/geld/besonders-wertvoll-2-euro-muenze-wird-bei-ebay-fuer-80-000-euro-angeboten-31835594	https://www.ksta.de/image/31835878/2x1/300/150/c0a870073271c8cd3c02ee52a763fd09/th/zwei-euro-muenze.jpg	119404		2-Euro-Münze wird bei Ebay für 80.000 Euro angeboten	Wer zur Zeit bei Ebay nach 2-Euro-Münzen sucht, wird Erstaunliches finden. Münzen, die für tausende Euro versteigert werden - eine ganz bestimmte Münze soll sogar 80.000 Euro wert sein.Ein Scherz? keineswegs: Bei der 2-Euro-Münze aus Griechenland handelt	432	522	4	31835878c0a870073271c8cd3c02ee52a763fd09th.jpg
509734939	118769	https://www.ksta.de/koeln/innenstadt/reichensperger-platz-koelner-posse-um-ramponierten-u-bahn-aufgang-31832446	https://www.ksta.de/image/31832436/2x1/300/150/c3519762b4c9336c705b5f0d248038d6/Ev/reichensperger-platz-kaputte-decke-060119.jpg	119405		Kölner Posse um ramponierten U-Bahn-Aufgang	Es sind wenige Zentimeter, die KVB und Stadt seit Jahren Ärger bescheren. Dass an den Treppenaufgängen der U-Bahnhaltestelle am Reichenspergerplatz seit 2016 die Deckenverkleidung fehlt, darunter offene Kabelleitungen und schroffer Beton zu sehen sind, er	39	167	3	31832436c3519762b4c9336c705b5f0d248038d6Ev.jpg
509735584	118770	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/neujahrsempfang-der-stadt-bergisch-gladbach-lokale-sportlandschaft-im-mittelpunkt--31836132	https://www.ksta.de/image/31836124/2x1/300/150/2c850f39383b268e1bb2836533e6768b/Jm/71-142374952--null--07-01-2019-09-44-19-737-.jpg	119406		Lokale Sportlandschaft im Mittelpunkt	Einer sollte gestern beim Neujahrsempfang der Stadt Bergisch Gladbach draußenbleiben: ein Hund, genauer: der Schweinehund. Bürgermeister Lutz Urbach formulierte es so: „Sie bekommen heute viele Argumente, den kleinen, fiesen, inneren Schweinehund ganz sch	43	0	0	318361242c850f39383b268e1bb2836533e6768bJm.jpg
509735722	118771	https://www.ksta.de/region/leverkusen/stadt-leverkusen/acht-tanzkorps---eine-party-opladener-altstadtsfunken-beenden-veranstaltungsfreie-zeit-31833172	https://www.ksta.de/image/31833170/2x1/300/150/b3ced0452d6c216abe1110de1d284662/HA/gruene-mariechen.jpg	119407		Opladener Altstadtsfunken beenden veranstaltungsfreie Zeit	„Weihnachten war gestern.“ Jetzt ist Party, jedenfalls für die Kadetten der Opladener Altstadtfunken. Am Freitagabend wurde im Funkenturm in der Neuen Bahnstadt dem zweiten Teil der Session ordentlich eingeheizt. Zwischen Proklamation im November und dem	34	0	0	31833170b3ced0452d6c216abe1110de1d284662HA.jpg
509735997	119279	https://www.ksta.de/wirtschaft/deutschlands-standortbedingungen-lassen-zu-wuenschen-uebrig-31836242	https://www.ksta.de/image/31836238/2x1/300/150/7e73f9b018ad32c21ee94b41f1dbce17/Kc/urn-newsml-dpa-com-20090101-190107-99-459993-large-4-3.jpg	119915		Deutschlands Standortbedingungen lassen zu wünschen übrig	Gäbe es die gute Konjunktur nicht, hätten es deutsche Familienunternehmen hierzulande einer neuen Studie zufolge schwer.Im internationalen Vergleich habe die Bundesrepublik bei den Standortbedingungen für Betriebe nachgelassen. Zu diesem Schluss kommt der	3	0	0	318362387e73f9b018ad32c21ee94b41f1dbce17Kc.jpg
509736685	119289	https://www.ksta.de/panorama/30-jahre-kaiser-akihito-in-japan-31836392	https://www.ksta.de/image/31836378/2x1/300/150/6c17ba093fbe12d0cb9bc31afc677383/Mo/urn-newsml-dpa-com-20090101-190107-99-459978-large-4-3.jpg	119925		30 Jahre Kaiser Akihito in Japan	Mit einer Gedenkzeremonie hat Japan das 30. Thronjubiläum von Kaiser Akihito begangen. Der 85-jährige Monarch, der am 30. April abdanken wird, pilgerte zusammen mit seiner Gemahlin, Kaiserin Michiko, und anderen Mitgliedern seiner Familie am Montag zum Gr	18	0	0	318363786c17ba093fbe12d0cb9bc31afc677383Mo.jpg
509739180	118773	https://www.ksta.de/politik/flucht-vor-familie-saudi-araberin-al-kunun-scheitert-mit-einspruch-gegen-ausweisung-31836570	https://www.ksta.de/image/31836534/2x1/300/150/156d3f47a94694c9ab9bdaf882d1471e/ny/rahaf-mohammed-al-kunun.jpg	119409		Saudi-Araberin al-Kunun scheitert mit Einspruch gegen Ausweisung	Die Saudi-Araberin Rahaf Mohammed al-Kunun ist in Thailand mit einem Einspruch gegen ihre Ausweisung in ihr Heimatland gescheitert. Das teilte die Menschenrechtsanwältin Nadthasiri Bergman am Montag nach Einreichung einer entsprechenden einstweiligen Verf	93	2	0	31836534156d3f47a94694c9ab9bdaf882d1471eny.jpg
509739557	118775	https://www.ksta.de/region/oberberg-ks/-stunde-der-wintervoegel--heinz-kowalski-nahm-die-vogelpopulation-in-den-blick-31836406	https://www.ksta.de/image/31836580/2x1/300/150/efd9b466a7709315bcf4dec63ddafa07/vT/20190106-stunde-der-wintervoegel-gie-018.jpg	119411		Heinz Kowalski nahm die Vogelpopulation in den Blick	Als Heinz Kowalski am Sonntag um 11 Uhr in den Nieselregen vor seiner Haustür in der Bergneustädter Altstadt tritt, da hat er die ersten Vögel schon gezählt: „Den ganzen Morgen flogen drei Blaumeisen im Garten herum, die habe ich schon eingetragen.“ Der 7	10	0	0	31836580efd9b466a7709315bcf4dec63ddafa07vT.jpg
509740379	118776	https://www.ksta.de/koeln/tod-auf-gleisen-der-kvb-fahrer-aus-dem--tatort---so-hart-ist-sein-wahrer-alltag-31834352	https://www.ksta.de/image/31836704/2x1/300/150/5100cce0ed66fd6bfcfed7c353630788/Qj/udo-milewski--kvb-betriebsassistent.jpg	119412		Der KVB-Fahrer aus dem „Tatort“: So hart ist sein wahrer Alltag	Der 31. Kölner „Tatort“ mit Klaus J. Behrendt und Dietmar Bär alias „Ballauf“ und „Schenk“ („Weiter, immer weiter“) lockte am Sonntag wieder ein Millionenpublikum vor den Fernseher.Immer, wenn es auf den Schienen (oder Straßen) zu Unfällen kommt: Udo Mile	131	2	0	318367045100cce0ed66fd6bfcfed7c353630788Qj.jpg
509742531	118802	https://www.ksta.de/panorama/aerger-mit-der-bahn-pendlerin-strickt-einen--verspaetungsschal--31836166	https://www.ksta.de/image/31836882/2x1/300/150/3b49836a84d0f6d668b546bc48bbfc5b/Gn/bahn-pendler-auf-dem-weg-zur-arbeit.jpg	119438		Pendlerin strickt einen „Verspätungsschal“	Grau, rosa und rot: Eine Frau aus dem Münchener Umland hat mit diesen Farben einen „Bahn-Verspätungsschal“ gestrickt. Die Farben haben eine Bedeutung, wie die Nutzerin Sara Weber auf Twitter (die Mutter der strickenden Pendlerin) erklärt: Grau steht für e	234	28	0	318368823b49836a84d0f6d668b546bc48bbfc5bGn.jpg
509744482	118777	https://www.ksta.de/panorama/kind-wollte-nicht-einschlafen-vater-setzt-tochter-auf-strasse-aus-31836980	https://www.ksta.de/image/31836970/2x1/300/150/700584a3f3cf9bb2e5ccea27fde99612/rk/familie-dpa.jpg	119413		Vater setzt Tochter auf Straße aus	Weil sie nicht einschlafen wollte, hat ein Vater in Mecklenburg-Vorpommern seine 9-jährige Tochter ausgesetzt. Die Aktion am Sonntagabend habe der Tochter zeigen sollen, „wie gut sie es zu Hause hat“, sagten die Eltern zu Polizeibeamten, die das Kind zunä	52	3976	17	31836970700584a3f3cf9bb2e5ccea27fde99612rk.jpg
509746579	118779	https://www.ksta.de/politik/rnd/-wie-dumm-muss-man-sein--robert-habeck-sagt-adieu-zu-twitter-und-facebook-31837150	https://www.ksta.de/image/31837190/2x1/300/150/9b1cb1769137260cb8ece447d8867b15/Cp/robert-habeck-070119.jpg	119415		Robert Habeck sagt Adieu zu Twitter und Facebook	Grünen-Chef Robert Habeck verabschiedet sich aus den sozialen Netzwerken Twitter und Facebook. Eine entsprechende Erklärung verbreitete er am Montag bei Facebook. Anlass ist ein kurzes Internetvideo, das die Thüringer Grünen am Sonntag via Twitter verbrei	81	0	0	318371909b1cb1769137260cb8ece447d8867b15Cp.jpg
509748865	118782	https://www.ksta.de/koeln/nippes/china-light-festival-besucher-aus-fernost-leuchten-im-koelner-zoo-31837130	https://www.ksta.de/image/31837754/2x1/300/150/2bd9bc3197ec65259f0f3951cfe19df0/nm/28122018-chinalightfestival-08.jpg	119418		Besucher aus Fernost leuchten im Kölner Zoo	Im Zoo leben Tiere aus vielen Ländern der Erde. Zurzeit hat der Tierpark einige besondere Besucher aus Fernost. Beim China Light-Festival erstrahlen Elefanten, Bären, Schwäne, Blumen oder Drachen in wundervollen Farben. Selbst FC-Maskottchen Hennes VIII.	340	0	0	318377542bd9bc3197ec65259f0f3951cfe19df0nm.jpg
509748867	118783	https://www.ksta.de/region/euskirchen-eifel/hellenthal/gebuehren-fuer-2019-hoffen-auf-mehr-hilfe-bei-abwassergebuehren-in-hellenthal-31837560	https://www.ksta.de/image/23869930/2x1/300/150/ddd43560c8b658844321f24fe64abed2/jd/muenzen.jpg	119419		Hoffen auf mehr Hilfe bei Abwassergebühren in Hellenthal	Der Hellenthaler Rat beschloss die Festsetzung der Gebühren für 2019. Dabei gab es einige Verschiebungen, alles in allem gibt es aber für den Gebührenzahler keine gravierenden Veränderungen. Was Rat und Verwaltung seit Jahren im Auge behalten, ist die Ent	43	0	0	23869930ddd43560c8b658844321f24fe64abed2jd.jpg
509749696	118784	https://www.ksta.de/kultur/wer-hat-die-schoenste--museum-wettkampf-um-beste-ente-wird-zum-internet-hit-31836576	https://www.ksta.de/image/31836948/2x1/300/150/300308cebc1596c733b536ffd88ec944/cb/ente.jpg	119420		Museum-Wettkampf um beste Ente wird zum Internet-Hit	Wem gehört das Internet? Den Katzen natürlich. Nicht umsonst ist „Cat Content“ jedem ein Begriff, während Hunde, Eulen und Mini-Igel sich mit ein paar „Niedlich!!!“-Kommentaren auf Instagram zufrieden geben müssen. Umso bemerkenswerter, dass diese natürli	113	0	0	31836948300308cebc1596c733b536ffd88ec944cb.jpg
509752178	118785	https://www.ksta.de/region/rhein-erft/kerpen/steffen-lemke-hilft-in-ghana-19-jaehriger-kerpener-unterrichtet-kinder-mit-handicaps-31837842	https://www.ksta.de/image/31837834/2x1/300/150/e7c3e4fa3cea15d2dd6e0f9ba7b592ff/Nr/71-142363521--null--07-01-2019-11-43-34-813-.jpg	119421		19-jähriger Kerpener unterrichtet Kinder mit Handicaps	Ungefähr 6500 Kilometer beträgt die Distanz zwischen Deutschland und Ghana. So weit ist Steffen Lemke (19) derzeit von seinem Zuhause in Kerpen-Sindorf entfernt. Während andere sich auf das Studium konzentrieren oder sich nach dem Abitur erst einmal eine	63	0	0	31837834e7c3e4fa3cea15d2dd6e0f9ba7b592ffNr.jpg
509753733	118786	https://www.ksta.de/panorama/ein-koenig-verschwindet-malaysischer-sultan-dankt-wegen-miss-moskau-ab-31837932	https://www.ksta.de/image/31838034/2x1/300/150/2b8bca72318d2b11f89d0cf831145329/oP/foto-sultan.jpg	119422		Malaysischer Sultan dankt wegen Miss Moskau ab	Malaysia rätselt nach der ersten vorzeitigen Abdankung eines Königs in seiner Geschichte über die Hintergründe.Eigentlich wäre Muhammad V. in dem mehrheitlich muslimischen südostasiatischen Land noch bis Ende 2021 König gewesen. Am Sonntag ließ er jedoch	111	0	0	318380342b8bca72318d2b11f89d0cf831145329oP.jpg
509755697	118788	https://www.ksta.de/panorama/arbeitsunfall-baumarktsmitarbeiter-saegt-sich-mehrere-finger-ab-31838162	https://www.ksta.de/image/23575942/2x1/300/150/562ce758e1cb1bb64ba9759786d25288/jz/rohrmoser-rettungshubschrauber-in-luft-am-tag.jpg	119424		Baumarktsmitarbeiter sägt sich mehrere Finger ab	Bei einem Arbeitsunfall in einem Mönchengladbacher Baumarkt hat sich am Montag ein Mitarbeiter mehrere Finger abgesägt. Der 39-Jährige habe Holz zugeschnitten als das Unglück geschah, wie die Polizei mitteilte. Er wurde mit einem Rettungshubschrauber in e	15	0	0	23575942562ce758e1cb1bb64ba9759786d25288jz.jpg
509756188	118789	https://www.ksta.de/kultur/juergen-von-der-lippe-moderator-wettert-gegen--idioten-im-fernsehen--31837916	https://www.ksta.de/image/31838176/2x1/300/150/c2cafc8e4426259c2b7187b9472c11c6/Bx/von-der-lippe-070119.jpg	119425		Moderator wettert gegen „Idioten im Fernsehen“	Jürgen von der Lippe veröffentlicht seinen ersten Roman. Am 10. Januar erscheint „Nudel im Wind“ – der Leser darf sicherlich eine Geschichte mit autobiographischen Zügen erwarten. Im vergangenen Jahr feierte der Entertainer seinen 70. Geburtstag, was alle	148	0	2	31838176c2cafc8e4426259c2b7187b9472c11c6Bx.jpg
509756365	119294	https://www.ksta.de/panorama/malaysias-monarch-dankt-nach-miss-hochzeit-ab-31838184	https://www.ksta.de/image/31838180/2x1/300/150/4fc0ad7fd2c4a61520ee25752809cfd8/ZN/urn-newsml-dpa-com-20090101-190107-99-462320-large-4-3.jpg	119930		Malaysias Monarch dankt nach Miss-Hochzeit ab	Der König von Malaysia gehört gewiss nicht zu den prominentesten Gesichtern der internationalen Monarchien. Selbst treue Leser der einschlägigen Blätter werden von Sultan Muhammad V. bislang kaum etwas gehört haben.Abgesehen davon, dass das 32-Millionen-E	2	0	0	318381804fc0ad7fd2c4a61520ee25752809cfd8ZN.jpg
509757103	118791	https://www.ksta.de/panorama/neuer-inhalt-31835246	https://www.ksta.de/image/31835116/2x1/300/150/ea75304a7554131b21830d57cc6a5d67/kv/salt-bae-nurse-goekce-dpa.jpg	119427		Neuer Inhalt	Der Salzstreuer der Stars	337	0	0	31835116ea75304a7554131b21830d57cc6a5d67kv.jpg
509757512	118792	https://www.ksta.de/sport/mix/-eine-richtige-scheiss-idee--raeuber-ueberfaellt-ufc-kaempferin-und-wird-uebel-zugerichtet-31838268	https://www.ksta.de/image/31838286/2x1/300/150/1d032fc8030baae3621226d0ab331601/oF/polyana-viana.jpg	119428		Räuber überfällt UFC-Kämpferin und wird übel zugerichtet	In Rio de Janeiro hat ein Dieb versucht, einer jungen Frau das Smartphone zu klauen. Was er nicht wusste: Das vermeintliche Opfer war die 26-jährige Käfig-Kämpferin Polyana Viana. Statt eines Handys bekam der Räuber stattdessen eine ordentliche Tracht Prü	428	0	3	318382861d032fc8030baae3621226d0ab331601oF.jpg
509762459	118793	https://www.ksta.de/koeln/zentrum-in-koeln--staatsschutz-warnt-vor-wachsendem-einfluss-der-muslimbrueder-31833726	https://www.ksta.de/image/31716722/2x1/300/150/5d13272e56a0de188d00ba7ef67c2d52/aP/r4bia-zeichen.jpg	119429		Staatsschutz warnt vor wachsendem Einfluss der Muslimbrüder	Selbst der türkische Präsident Erdogan vollführte den „R4bia“-Gruß der Muslimbruderschaft (MB). Ein Zeichen, dass der Einfluss der in Ägypten gegründeten größten globalen Islamistenbewegung auch am Bosporus wächst. Und nicht nur dort. Wie die Bilder der I	199	0	0	317167225d13272e56a0de188d00ba7ef67c2d52aP.jpg
509763534	118794	https://www.ksta.de/panorama/lithium-batterien-noch-vermisst-die-meisten-zoe-container-sind-geortet-31838210	https://www.ksta.de/image/31838542/2x1/300/150/197ed0ab5ad1dff02fea54ced386a2fa/vE/ein-container-am-strand-von-schiermonnikoog.jpg	119430		Die meisten Zoe-Container sind geortet	Nach der Havarie des Frachters „MSC Zoe“ in der Nordsee ist der größte Teil der über Bord gegangenen Container auf dem Meeresboden geortet worden. 220 der 281 Behälter habe man mit Sonartechnik lokalisiert, teilte das niederländische Ministerium für Infra	14	0	0	31838542197ed0ab5ad1dff02fea54ced386a2favE.jpg
509763931	118795	https://www.ksta.de/kultur/neue--topmodel--jury-thomas-gottschalk-wird-gast-juror-bei-heidi-klum--31838572	https://www.ksta.de/image/31838636/2x1/300/150/bfcbbef0c616d277d1195ada8236f49e/AV/5f9b38007e4633c0.jpg	119431		Thomas Gottschalk wird Gast-Juror bei Heidi Klum	Heidi Klum wird in der nächsten Staffel ihrer „Topmodel“-Show zum ersten Mal als einziges festes Mitglied in der Jury sitzen. Unterstützung holt sich die 45-Jährige unter anderem von Model-Kolleginnen wie Gisele Bündchen, Winnie Harlow und Toni Garrn, wie	19	0	0	31838636bfcbbef0c616d277d1195ada8236f49eAV.jpg
509763992	118796	https://www.ksta.de/ratgeber/digital/nach-hacker-skandal-was-sie-tun-muessen--um-persoenliche-daten-besser-zu-schuetzen-31836960	https://www.ksta.de/image/31837902/2x1/300/150/5a8b7a1cb94cfe99d066305cec4a01eb/Rj/hacker-im-netz.jpg	119432		Was Sie tun müssen, um persönliche Daten besser zu schützen	Absolute Sicherheit gibt es nicht - ein Grundsatz, der auch und vor allem die Daten von Internetnutzern betrifft. Jeder kann jederzeit Opfer eines Hackerangriffs oder eines Datenlecks werden, auf das er selbst keinen Einfluss hat. Auf der anderen Seite ka	151	0	0	318379025a8b7a1cb94cfe99d066305cec4a01ebRj.jpg
509764510	118797	https://www.ksta.de/koeln/muelheim/blaue-tele-ruf-apparate-besitzerlose-telefonzellen-sollen-weg-aus-koeln-31838022	https://www.ksta.de/image/31838016/2x1/300/150/69387f6312985a61314159f86a33336d/Bg/71-141951686--null--07-01-2019-12-03-22-926-.jpg	119433		Besitzerlose Telefonzellen sollen weg aus Köln	Michael Frenzel kommt aus dem Staunen nicht heraus. Wenn das SPD-Ratsmitglied von der Haltestelle Wiener Platz zu seinem Wahlkreisbüro an der Buchheimer Straße geht, fallen ihm jedes Mal die blau gepinselten öffentlichen Fernsprecher ins Auge. Der steht u	272	0	0	3183801669387f6312985a61314159f86a33336dBg.jpg
509764806	118798	https://www.ksta.de/ratgeber/reise/anstatt-sie-nach-griechenland-zu-fliegen-ryanair-laesst-passagiere-in-rumaenien-zurueck-31837752	https://www.ksta.de/image/31838512/2x1/300/150/cc11b09d9ef4b8d54934ec8125218cb6/vn/ryanair-flugzeug-am-flughafen.jpg	119434		Ryanair lässt Passagiere in Rumänien zurück	Ihren Start in den Urlaub hatten sich die Ryanair-Passagiere auf dem Flug FR8582 wohl anders vorgestellt. Am 4. Januar um 17.19 Uhr starteten sie in London-Stansted in Richtung Thessaloniki. In der griechischen Hafenstadt sollten sie noch vor 22 Uhr eintr	245	0	0	31838512cc11b09d9ef4b8d54934ec8125218cb6vn.jpg
509767425	119295	https://www.ksta.de/nrw/mann-von-zug-erfasst--lebensgefaehrliche-verletzungen-31838474	https://www.ksta.de/image/31838472/2x1/300/150/1a1fa807a00cdb6bec7e2b8d37b96c5a/kW/urn-newsml-dpa-com-20090101-190107-99-463011-large-4-3.jpg	119931		Mann von Zug erfasst: Lebensgefährliche Verletzungen	Ein Mann ist in Brühl beim Überqueren der Gleise von einem Zug erfasst und lebensgefährlich verletzt worden. Der 40-Jährige und zwei Begleiter wollten nach einem Supermarktbesuch eine Abkürzung über die Gleise des Güterbahnhofs nehmen, wie die Polizei am	2	0	0	318384721a1fa807a00cdb6bec7e2b8d37b96c5akW.jpg
